,Season,Game_ID,Game_Date,Away_Team,Home_Team,Year,Rivalry,Day_Code,Holiday,First,Last,Home_All_Stars,Away_All_Stars,Home_Market_Size,Away_Market_Size,Home_Championships,Away_Championships,Home_Playoffs,Away_Playoffs,Home_Twitter,Away_Twitter,Home_Win_Pct,Away_Win_Pct,Total_Viewers
502,2016-17,21600619,1/16/2017,CLE,GSW,0,1,0,0,0,0,4.0,3.0,6750.0,4053.0,4.0,1.0,5.0,7.0,1.688,1.138,0.85,0.74358974359,67876
503,2016-17,21600616,1/16/2017,NOP,IND,0,0,0,0,0,0,1.0,1.0,2642.0,1559.0,0.0,0.0,11.0,6.0,0.716,0.457,0.512820512821,0.390243902439,14409
504,2016-17,21600621,1/16/2017,OKC,LAC,0,0,0,0,0,0,1.0,1.0,17054.0,1737.0,0.0,1.0,6.0,8.0,0.93,1.285,0.666666666667,0.595238095238,21838
505,2016-17,21600617,1/16/2017,ORL,DEN,0,0,0,0,0,0,0.0,0.0,3921.0,3592.0,0.0,0.0,10.0,9.0,0.476,1.337,0.394736842105,0.404761904762,10163
506,2016-17,21600615,1/16/2017,PHI,MIL,0,0,0,0,0,0,1.0,0.0,2255.0,7468.0,1.0,3.0,7.0,8.0,0.462,0.618,0.512820512821,0.315789473684,20415
507,2016-17,21600614,1/16/2017,POR,WAS,0,0,0,0,0,0,1.0,0.0,5982.0,3010.0,1.0,1.0,6.0,9.0,0.493,0.576,0.512820512821,0.428571428571,12288
508,2016-17,21600620,1/16/2017,UTA,PHX,0,0,0,0,0,0,0.0,1.0,4545.0,2505.0,0.0,0.0,7.0,8.0,0.513,0.455,0.325,0.619047619048,11823
509,2016-17,21600624,1/17/2017,DAL,CHI,0,0,1,0,0,0,1.0,0.0,9474.0,7090.0,6.0,1.0,10.0,15.0,2.505,0.879,0.5,0.325,23052
510,2016-17,21600626,1/17/2017,DEN,LAL,0,0,1,0,0,0,0.0,0.0,17054.0,3921.0,16.0,0.0,12.0,10.0,4.81,0.476,0.333333333333,0.410256410256,15236
511,2016-17,21600625,1/17/2017,MIN,SAS,0,0,1,0,0,0,1.0,0.0,2193.0,4667.0,5.0,0.0,16.0,4.0,1.278,0.458,0.775,0.341463414634,24168
512,2016-17,21600622,1/17/2017,TOR,BKN,0,0,1,0,0,0,0.0,2.0,19995.0,7566.0,0.0,0.0,9.0,7.0,0.648,1.095,0.2,0.675,11563
513,2016-17,21600633,1/18/2017,ATL,DET,0,0,2,0,0,0,0.0,1.0,4938.0,6032.0,3.0,1.0,9.0,9.0,0.518,0.53,0.441860465116,0.585365853659,6239
514,2016-17,21600635,1/18/2017,IND,SAC,0,0,2,0,0,0,1.0,1.0,3400.0,2642.0,1.0,0.0,6.0,11.0,0.459,0.716,0.4,0.525,9391
515,2016-17,21600632,1/18/2017,MIL,HOU,0,0,2,0,0,0,1.0,1.0,6579.0,2255.0,2.0,1.0,9.0,7.0,0.985,0.462,0.727272727273,0.5,17294
516,2016-17,21600630,1/18/2017,NYK,BOS,0,1,2,0,0,0,1.0,1.0,6448.0,19995.0,17.0,2.0,12.0,5.0,1.863,1.393,0.634146341463,0.428571428571,23562
517,2016-17,21600634,1/18/2017,OKC,GSW,0,0,2,0,0,0,4.0,1.0,6750.0,1737.0,4.0,1.0,5.0,8.0,1.688,1.285,0.853658536585,0.581395348837,49122
518,2016-17,21600629,1/18/2017,POR,CHA,0,0,2,0,0,0,1.0,0.0,3462.0,3010.0,0.0,1.0,5.0,9.0,0.516,0.576,0.487804878049,0.418604651163,6870
519,2016-17,21600627,1/18/2017,TOR,PHI,0,0,2,0,0,0,0.0,2.0,7468.0,7566.0,3.0,0.0,8.0,7.0,0.618,1.095,0.333333333333,0.682926829268,21873
520,2016-17,21600637,1/19/2017,DAL,MIA,0,0,3,0,0,0,0.0,0.0,3842.0,7090.0,3.0,1.0,12.0,15.0,3.335,0.879,0.285714285714,0.341463414634,13456
521,2016-17,21600640,1/19/2017,MIN,LAC,0,0,3,0,0,0,1.0,0.0,17054.0,4667.0,0.0,0.0,6.0,4.0,0.93,0.458,0.674418604651,0.333333333333,18802
522,2016-17,21600636,1/19/2017,PHX,CLE,0,0,3,0,0,0,3.0,0.0,4053.0,4545.0,1.0,0.0,7.0,7.0,1.138,0.513,0.725,0.317073170732,25723
523,2016-17,21600638,1/19/2017,WAS,NYK,0,0,3,0,0,0,1.0,1.0,19995.0,5982.0,2.0,1.0,5.0,6.0,1.393,0.493,0.441860465116,0.536585365854,18371
524,2016-17,21600645,1/20/2017,BKN,NOP,0,0,4,0,0,0,1.0,0.0,1559.0,19995.0,0.0,0.0,6.0,9.0,0.457,0.648,0.395348837209,0.19512195122,7870
525,2016-17,21600647,1/20/2017,CHI,ATL,0,0,4,0,0,0,1.0,1.0,6032.0,9474.0,1.0,6.0,9.0,10.0,0.53,2.505,0.571428571429,0.488372093023,11852
526,2016-17,21600646,1/20/2017,GSW,HOU,0,0,4,0,0,0,1.0,4.0,6579.0,6750.0,2.0,4.0,9.0,5.0,0.985,1.688,0.733333333333,0.857142857143,53185
527,2016-17,21600649,1/20/2017,IND,LAL,0,0,4,0,0,0,0.0,1.0,17054.0,2642.0,16.0,0.0,12.0,11.0,4.81,0.716,0.326086956522,0.536585365854,16709
528,2016-17,21600641,1/20/2017,POR,PHI,0,0,4,0,0,0,0.0,0.0,7468.0,3010.0,3.0,1.0,8.0,9.0,0.618,0.576,0.35,0.409090909091,30951
529,2016-17,21600644,1/20/2017,SAC,MEM,0,0,4,0,0,0,1.0,1.0,1604.0,3400.0,0.0,1.0,9.0,6.0,0.549,0.459,0.568181818182,0.390243902439,6810
530,2016-17,21600642,1/20/2017,TOR,CHA,0,0,4,0,0,0,1.0,2.0,3462.0,7566.0,0.0,0.0,5.0,7.0,0.516,1.095,0.5,0.666666666667,12496
531,2016-17,21600648,1/20/2017,UTA,DAL,0,0,4,0,0,0,0.0,1.0,7090.0,2505.0,1.0,0.0,15.0,8.0,0.879,0.455,0.333333333333,0.627906976744,16126
532,2016-17,21600652,1/21/2017,BKN,CHA,0,0,5,0,0,0,1.0,0.0,3462.0,19995.0,0.0,0.0,5.0,9.0,0.516,0.648,0.511627906977,0.214285714286,7219
533,2016-17,21600656,1/21/2017,HOU,MEM,0,0,5,0,0,0,1.0,1.0,1604.0,6579.0,0.0,2.0,9.0,9.0,0.549,0.985,0.577777777778,0.717391304348,12146
534,2016-17,21600659,1/21/2017,IND,UTA,0,0,5,0,0,0,1.0,1.0,2505.0,2642.0,0.0,0.0,8.0,11.0,0.455,0.716,0.636363636364,0.52380952381,5663
535,2016-17,21600658,1/21/2017,LAC,DEN,0,0,5,0,0,0,0.0,1.0,3921.0,17054.0,0.0,0.0,10.0,6.0,0.476,0.93,0.414634146341,0.659090909091,5297
536,2016-17,21600654,1/21/2017,PHX,NYK,0,0,5,0,0,0,1.0,0.0,19995.0,4545.0,2.0,0.0,5.0,7.0,1.393,0.513,0.431818181818,0.309523809524,19380
537,2016-17,21600650,1/21/2017,POR,BOS,0,0,5,0,0,0,1.0,0.0,6448.0,3010.0,17.0,1.0,12.0,9.0,1.863,0.576,0.619047619048,0.4,27444
538,2016-17,21600660,1/21/2017,SAC,CHI,0,0,5,0,0,0,1.0,1.0,9474.0,3400.0,6.0,1.0,10.0,6.0,2.505,0.459,0.477272727273,0.380952380952,14895
539,2016-17,21600657,1/21/2017,SAS,CLE,0,0,5,0,0,0,3.0,1.0,4053.0,2193.0,1.0,5.0,7.0,16.0,1.138,1.278,0.731707317073,0.785714285714,55304
540,2016-17,21600664,1/22/2017,DEN,MIN,0,0,6,0,0,0,0.0,0.0,4667.0,3921.0,0.0,0.0,4.0,10.0,0.458,0.476,0.348837209302,0.428571428571,16224
541,2016-17,21600661,1/22/2017,GSW,ORL,0,0,6,0,0,0,0.0,4.0,3592.0,6750.0,0.0,4.0,9.0,5.0,1.337,1.688,0.4,0.860465116279,32543
542,2016-17,21600662,1/22/2017,LAL,DAL,0,0,6,0,0,0,0.0,0.0,7090.0,17054.0,1.0,16.0,15.0,12.0,0.879,4.81,0.325581395349,0.340425531915,17749
543,2016-17,21600663,1/22/2017,PHX,TOR,0,0,6,0,0,0,2.0,0.0,7566.0,4545.0,0.0,0.0,7.0,7.0,1.095,0.513,0.651162790698,0.325581395349,14993
544,2016-17,21600671,1/23/2017,CLE,NOP,0,0,0,0,0,0,0.0,3.0,1559.0,4053.0,0.0,1.0,6.0,7.0,0.457,1.138,0.386363636364,0.714285714286,27904
545,2016-17,21600668,1/23/2017,GSW,MIA,0,0,0,0,0,0,0.0,4.0,3842.0,6750.0,3.0,4.0,12.0,5.0,3.335,1.688,0.318181818182,0.863636363636,46626
546,2016-17,21600667,1/23/2017,LAC,ATL,0,0,0,0,0,0,1.0,1.0,6032.0,17054.0,1.0,0.0,9.0,6.0,0.53,0.93,0.590909090909,0.644444444444,9263
547,2016-17,21600672,1/23/2017,NYK,IND,0,1,0,0,0,0,1.0,1.0,2642.0,19995.0,0.0,2.0,11.0,5.0,0.716,1.393,0.511627906977,0.422222222222,14649
548,2016-17,21600669,1/23/2017,SAC,DET,0,0,0,0,0,0,0.0,1.0,4938.0,3400.0,3.0,1.0,9.0,6.0,0.518,0.459,0.466666666667,0.372093023256,5052
549,2016-17,21600666,1/23/2017,SAS,BKN,0,0,0,0,0,0,0.0,1.0,19995.0,2193.0,0.0,5.0,9.0,16.0,0.648,1.278,0.209302325581,0.790697674419,11031
550,2016-17,21600665,1/23/2017,WAS,CHA,0,0,0,0,0,0,1.0,1.0,3462.0,5982.0,0.0,1.0,5.0,6.0,0.516,0.493,0.522727272727,0.53488372093,10787
551,2016-17,21600677,1/24/2017,CHI,ORL,0,0,1,0,0,0,0.0,1.0,3592.0,9474.0,0.0,6.0,9.0,10.0,1.337,2.505,0.391304347826,0.488888888889,10458
552,2016-17,21600675,1/24/2017,LAC,PHI,0,0,1,0,0,0,0.0,1.0,7468.0,17054.0,3.0,0.0,8.0,6.0,0.618,0.93,0.357142857143,0.652173913043,14429
553,2016-17,21600679,1/24/2017,MIN,PHX,0,0,1,0,0,0,0.0,0.0,4545.0,4667.0,0.0,0.0,7.0,4.0,0.513,0.458,0.340909090909,0.363636363636,20164
554,2016-17,21600674,1/24/2017,SAS,TOR,0,0,1,0,0,0,1.0,1.0,7566.0,2193.0,0.0,5.0,7.0,16.0,1.095,1.278,0.636363636364,0.795454545455,29043
555,2016-17,21600678,1/24/2017,UTA,DEN,0,0,1,0,0,0,0.0,1.0,3921.0,2505.0,0.0,0.0,10.0,8.0,0.476,0.455,0.418604651163,0.630434782609,9014
556,2016-17,21600683,1/25/2017,ATL,CHI,0,0,2,0,0,0,1.0,1.0,9474.0,6032.0,6.0,1.0,10.0,9.0,2.505,0.53,0.5,0.577777777778,11927
557,2016-17,21600687,1/25/2017,GSW,CHA,0,0,2,0,0,0,1.0,4.0,3462.0,6750.0,0.0,4.0,5.0,5.0,0.516,1.688,0.511111111111,0.844444444444,29892
558,2016-17,21600689,1/25/2017,LAL,POR,0,0,2,0,0,0,0.0,0.0,3010.0,17054.0,1.0,16.0,9.0,12.0,0.576,4.81,0.413043478261,0.333333333333,12839
559,2016-17,21600682,1/25/2017,MIA,BKN,0,0,2,0,0,0,0.0,0.0,19995.0,3842.0,0.0,3.0,9.0,12.0,0.648,3.335,0.204545454545,0.333333333333,9898
560,2016-17,21600688,1/25/2017,NYK,DAL,0,0,2,0,0,0,0.0,1.0,7090.0,19995.0,1.0,2.0,15.0,5.0,0.879,1.393,0.340909090909,0.434782608696,14459
561,2016-17,21600686,1/25/2017,OKC,NOP,0,0,2,0,0,0,1.0,1.0,1559.0,1737.0,0.0,1.0,6.0,8.0,0.457,1.285,0.4,0.577777777778,11310
562,2016-17,21600684,1/25/2017,PHI,MIL,0,0,2,0,0,0,1.0,0.0,2255.0,7468.0,1.0,3.0,7.0,8.0,0.462,0.618,0.477272727273,0.372093023256,16768
563,2016-17,21600680,1/25/2017,SAC,CLE,0,0,2,0,0,0,3.0,1.0,4053.0,3400.0,1.0,1.0,7.0,6.0,1.138,0.459,0.697674418605,0.386363636364,40758
564,2016-17,21600685,1/25/2017,TOR,MEM,0,0,2,0,0,0,1.0,1.0,1604.0,7566.0,0.0,0.0,9.0,7.0,0.549,1.095,0.565217391304,0.622222222222,11159
565,2016-17,21600690,1/26/2017,DAL,OKC,0,0,3,0,0,0,1.0,0.0,1737.0,7090.0,1.0,1.0,8.0,15.0,1.285,0.879,0.586956521739,0.355555555556,21570
566,2016-17,21600691,1/26/2017,IND,MIN,0,0,3,0,0,0,0.0,1.0,4667.0,2642.0,0.0,0.0,4.0,11.0,0.458,0.716,0.377777777778,0.5,13279
567,2016-17,21600695,1/27/2017,BKN,CLE,0,0,4,0,0,0,3.0,0.0,4053.0,19995.0,1.0,0.0,7.0,9.0,1.138,0.648,0.681818181818,0.2,22613
568,2016-17,21600699,1/27/2017,CHA,NYK,0,0,4,0,0,0,1.0,1.0,19995.0,3462.0,2.0,0.0,5.0,5.0,1.393,0.516,0.425531914894,0.5,18121
569,2016-17,21600694,1/27/2017,HOU,PHI,0,0,4,0,0,0,0.0,1.0,7468.0,6579.0,3.0,2.0,8.0,9.0,0.618,0.985,0.386363636364,0.69387755102,24550
570,2016-17,21600698,1/27/2017,MIL,TOR,0,0,4,0,0,0,1.0,1.0,7566.0,2255.0,0.0,1.0,7.0,7.0,1.095,0.462,0.608695652174,0.466666666667,11102
571,2016-17,21600697,1/27/2017,ORL,BOS,0,0,4,0,0,0,1.0,0.0,6448.0,3592.0,17.0,0.0,12.0,9.0,1.863,1.337,0.6,0.382978723404,8809
572,2016-17,21600696,1/27/2017,SAC,IND,0,0,4,0,0,0,1.0,1.0,2642.0,3400.0,0.0,1.0,11.0,6.0,0.716,0.459,0.511111111111,0.4,17986
573,2016-17,21600702,1/27/2017,WAS,ATL,0,0,4,0,0,0,1.0,1.0,6032.0,5982.0,1.0,1.0,9.0,6.0,0.53,0.493,0.586956521739,0.555555555556,5763
574,2016-17,21600710,1/28/2017,BKN,MIN,0,0,5,0,0,0,0.0,0.0,4667.0,19995.0,0.0,0.0,4.0,9.0,0.458,0.648,0.369565217391,0.195652173913,8067
575,2016-17,21600705,1/28/2017,DET,MIA,0,0,5,0,0,0,0.0,0.0,3842.0,4938.0,3.0,3.0,12.0,9.0,3.335,0.518,0.36170212766,0.45652173913,11601
576,2016-17,21600708,1/28/2017,MEM,UTA,0,0,5,0,0,0,1.0,1.0,2505.0,1604.0,0.0,0.0,8.0,9.0,0.455,0.549,0.625,0.5625,9988
577,2016-17,21600717,1/29/2017,DAL,SAS,0,0,6,0,0,0,1.0,0.0,2193.0,7090.0,5.0,1.0,16.0,15.0,1.278,0.879,0.782608695652,0.347826086957,18170
578,2016-17,21600713,1/29/2017,HOU,IND,0,0,6,0,0,0,1.0,1.0,2642.0,6579.0,0.0,2.0,11.0,9.0,0.716,0.985,0.521739130435,0.7,14996
579,2016-17,21600712,1/29/2017,OKC,CLE,0,0,6,0,0,0,3.0,1.0,4053.0,1737.0,1.0,1.0,7.0,8.0,1.138,1.285,0.688888888889,0.595744680851,40517
580,2016-17,21600715,1/29/2017,ORL,TOR,0,0,6,0,0,0,2.0,0.0,7566.0,3592.0,0.0,0.0,7.0,9.0,1.095,1.337,0.617021276596,0.375,12914
581,2016-17,21600716,1/29/2017,PHI,CHI,0,0,6,0,0,0,1.0,0.0,9474.0,7468.0,6.0,3.0,10.0,8.0,2.505,0.618,0.479166666667,0.377777777778,15362
582,2016-17,21600714,1/29/2017,WAS,NOP,0,0,6,0,0,0,1.0,1.0,1559.0,5982.0,0.0,1.0,6.0,6.0,0.457,0.493,0.404255319149,0.565217391304,7491
583,2016-17,21600719,1/30/2017,BKN,MIA,0,0,0,0,0,0,0.0,0.0,3842.0,19995.0,3.0,0.0,12.0,9.0,3.335,0.648,0.375,0.191489361702,9946
584,2016-17,21600722,1/30/2017,CLE,DAL,0,0,0,0,0,0,0.0,3.0,7090.0,4053.0,1.0,1.0,15.0,7.0,0.879,1.138,0.36170212766,0.695652173913,27001
585,2016-17,21600721,1/30/2017,DET,BOS,0,1,0,0,0,0,1.0,0.0,6448.0,4938.0,17.0,3.0,12.0,9.0,1.863,0.518,0.617021276596,0.446808510638,14450
586,2016-17,21600723,1/30/2017,MEM,PHX,0,0,0,0,0,0,0.0,1.0,4545.0,1604.0,0.0,0.0,7.0,9.0,0.513,0.549,0.31914893617,0.571428571429,9213
587,2016-17,21600728,1/31/2017,CHA,POR,0,0,1,0,0,0,0.0,1.0,3010.0,3462.0,1.0,0.0,9.0,5.0,0.576,0.516,0.428571428571,0.479166666667,7923
588,2016-17,21600729,1/31/2017,DEN,LAL,0,0,1,0,0,0,0.0,0.0,17054.0,3921.0,16.0,0.0,12.0,10.0,4.81,0.476,0.32,0.45652173913,15440
589,2016-17,21600725,1/31/2017,NOP,TOR,0,0,1,0,0,0,1.0,1.0,7566.0,1559.0,0.0,0.0,7.0,6.0,1.095,0.457,0.604166666667,0.395833333333,20487
590,2016-17,21600724,1/31/2017,NYK,WAS,0,0,1,0,0,0,1.0,1.0,5982.0,19995.0,1.0,2.0,6.0,5.0,0.493,1.393,0.574468085106,0.428571428571,16789
591,2016-17,21600727,1/31/2017,OKC,SAS,0,0,1,0,0,0,1.0,1.0,2193.0,1737.0,5.0,1.0,16.0,8.0,1.278,1.285,0.765957446809,0.583333333333,25386
592,2016-17,21600726,1/31/2017,SAC,HOU,0,0,1,0,0,0,1.0,1.0,6579.0,3400.0,2.0,1.0,9.0,6.0,0.985,0.459,0.686274509804,0.395833333333,10859
593,2016-17,21600741,2/1/2017,CHA,GSW,0,0,2,0,0,0,4.0,1.0,6750.0,3462.0,4.0,0.0,5.0,5.0,1.688,0.516,0.854166666667,0.469387755102,30412
594,2016-17,21600740,2/1/2017,CHI,OKC,0,0,2,0,0,0,1.0,1.0,1737.0,9474.0,1.0,6.0,8.0,10.0,1.285,2.505,0.571428571429,0.489795918367,16797
595,2016-17,21600730,2/1/2017,IND,ORL,0,0,2,0,0,0,0.0,1.0,3592.0,2642.0,0.0,0.0,9.0,11.0,1.337,0.716,0.38,0.531914893617,7858
596,2016-17,21600739,2/1/2017,LAC,PHX,0,0,2,0,0,0,0.0,1.0,4545.0,17054.0,0.0,0.0,7.0,6.0,0.513,0.93,0.3125,0.625,9117
597,2016-17,21600737,2/1/2017,MEM,DEN,0,0,2,0,0,0,0.0,1.0,3921.0,1604.0,0.0,0.0,10.0,9.0,0.476,0.549,0.446808510638,0.58,3954
598,2016-17,21600738,2/1/2017,MIL,UTA,0,0,2,0,0,0,1.0,1.0,2505.0,2255.0,0.0,1.0,8.0,7.0,0.455,0.462,0.612244897959,0.446808510638,6851
599,2016-17,21600733,2/1/2017,NYK,BKN,0,1,2,0,0,0,0.0,1.0,19995.0,19995.0,0.0,2.0,9.0,5.0,0.648,1.393,0.1875,0.42,13195
600,2016-17,21600736,2/1/2017,PHI,DAL,0,0,2,0,0,0,0.0,0.0,7090.0,7468.0,1.0,3.0,15.0,8.0,0.879,0.618,0.375,0.382978723404,9777
601,2016-17,21600732,2/1/2017,TOR,BOS,0,0,2,0,0,0,1.0,1.0,6448.0,7566.0,17.0,0.0,12.0,7.0,1.863,1.095,0.625,0.612244897959,23424
602,2016-17,21600745,2/2/2017,GSW,LAC,0,0,3,0,0,0,1.0,4.0,17054.0,6750.0,0.0,4.0,6.0,5.0,0.93,1.688,0.632653061224,0.857142857143,36634
603,2016-17,21600742,2/2/2017,LAL,WAS,0,0,3,0,0,0,1.0,0.0,5982.0,17054.0,1.0,16.0,6.0,12.0,0.493,4.81,0.583333333333,0.333333333333,19342
604,2016-17,21600744,2/2/2017,PHI,SAS,0,0,3,0,0,0,1.0,0.0,2193.0,7468.0,5.0,3.0,16.0,8.0,1.278,0.618,0.770833333333,0.375,18428
605,2016-17,21600749,2/3/2017,CHI,HOU,0,0,4,0,0,0,1.0,1.0,6579.0,9474.0,2.0,6.0,9.0,10.0,0.985,2.505,0.679245283019,0.5,28610
606,2016-17,21600754,2/3/2017,DAL,POR,0,0,4,0,0,0,0.0,0.0,3010.0,7090.0,1.0,1.0,9.0,15.0,0.576,0.879,0.44,0.387755102041,12838
607,2016-17,21600747,2/3/2017,IND,BKN,0,0,4,0,0,0,0.0,1.0,19995.0,2642.0,0.0,0.0,9.0,11.0,0.648,0.716,0.183673469388,0.541666666667,7137
608,2016-17,21600751,2/3/2017,LAL,BOS,0,1,4,0,0,0,1.0,0.0,6448.0,17054.0,17.0,16.0,12.0,12.0,1.863,4.81,0.632653061224,0.326923076923,17065
609,2016-17,21600750,2/3/2017,MEM,OKC,0,0,4,0,0,0,1.0,1.0,1737.0,1604.0,1.0,0.0,8.0,9.0,1.285,0.549,0.56,0.588235294118,17918
610,2016-17,21600753,2/3/2017,PHX,SAC,0,0,4,0,0,0,1.0,0.0,3400.0,4545.0,1.0,0.0,6.0,7.0,0.459,0.513,0.387755102041,0.30612244898,11094
611,2016-17,21600746,2/3/2017,TOR,ORL,0,0,4,0,0,0,0.0,1.0,3592.0,7566.0,0.0,0.0,9.0,7.0,1.337,1.095,0.372549019608,0.6,14976
612,2016-17,21600762,2/4/2017,DEN,SAS,0,0,5,0,0,0,1.0,0.0,2193.0,3921.0,5.0,0.0,16.0,10.0,1.278,0.476,0.775510204082,0.448979591837,11562
613,2016-17,21600757,2/4/2017,DET,IND,0,0,5,0,0,0,1.0,0.0,2642.0,4938.0,0.0,3.0,11.0,9.0,0.716,0.518,0.551020408163,0.46,7563
614,2016-17,21600764,2/4/2017,GSW,SAC,0,0,5,0,0,0,1.0,4.0,3400.0,6750.0,1.0,4.0,6.0,5.0,0.459,1.688,0.38,0.86,44274
615,2016-17,21600763,2/4/2017,MEM,MIN,0,0,5,0,0,0,0.0,1.0,4667.0,1604.0,0.0,0.0,4.0,9.0,0.458,0.549,0.38,0.576923076923,8816
616,2016-17,21600761,2/4/2017,MIL,PHX,0,0,5,0,0,0,0.0,1.0,4545.0,2255.0,0.0,1.0,7.0,7.0,0.513,0.462,0.32,0.428571428571,8639
617,2016-17,21600756,2/4/2017,ORL,ATL,0,0,5,0,0,0,1.0,0.0,6032.0,3592.0,1.0,0.0,9.0,9.0,0.53,1.337,0.58,0.384615384615,7361
618,2016-17,21600758,2/4/2017,PHI,MIA,0,0,5,0,0,0,0.0,0.0,3842.0,7468.0,3.0,3.0,12.0,8.0,3.335,0.618,0.4,0.367346938776,13094
619,2016-17,21600766,2/5/2017,LAC,BOS,0,0,6,0,0,0,1.0,1.0,6448.0,17054.0,17.0,0.0,12.0,6.0,1.863,0.93,0.64,0.62,26583
620,2016-17,21600765,2/5/2017,TOR,BKN,0,0,6,0,0,0,0.0,1.0,19995.0,7566.0,0.0,0.0,9.0,7.0,0.648,1.095,0.18,0.588235294118,11827
621,2016-17,21600769,2/6/2017,CLE,WAS,0,0,0,0,0,0,1.0,3.0,5982.0,4053.0,1.0,1.0,6.0,7.0,0.493,1.138,0.6,0.69387755102,50602
622,2016-17,21600776,2/6/2017,DAL,DEN,0,0,0,0,0,0,0.0,0.0,3921.0,7090.0,0.0,1.0,10.0,15.0,0.476,0.879,0.44,0.4,5923
623,2016-17,21600771,2/6/2017,LAC,TOR,0,0,0,0,0,0,2.0,1.0,7566.0,17054.0,0.0,0.0,7.0,6.0,1.095,0.93,0.596153846154,0.607843137255,9900
624,2016-17,21600768,2/6/2017,LAL,NYK,0,0,0,0,0,0,1.0,0.0,19995.0,17054.0,2.0,16.0,5.0,12.0,1.393,4.81,0.423076923077,0.320754716981,17419
625,2016-17,21600775,2/6/2017,MIA,MIN,0,0,0,0,0,0,0.0,0.0,4667.0,3842.0,0.0,3.0,4.0,12.0,0.458,3.335,0.372549019608,0.411764705882,11477
626,2016-17,21600770,2/6/2017,OKC,IND,0,0,0,0,0,0,1.0,1.0,2642.0,1737.0,0.0,1.0,11.0,8.0,0.716,1.285,0.56,0.576923076923,15037
627,2016-17,21600774,2/6/2017,PHX,NOP,0,0,0,0,0,0,1.0,0.0,1559.0,4545.0,0.0,0.0,6.0,7.0,0.457,0.513,0.372549019608,0.313725490196,8205
628,2016-17,21600777,2/6/2017,SAS,MEM,0,0,0,0,0,0,1.0,1.0,1604.0,2193.0,0.0,5.0,9.0,16.0,0.549,1.278,0.584905660377,0.78,15011
629,2016-17,21600772,2/6/2017,UTA,ATL,0,0,0,0,0,0,1.0,1.0,6032.0,2505.0,1.0,0.0,9.0,8.0,0.53,0.455,0.588235294118,0.627450980392,5477
630,2016-17,21600779,2/7/2017,BKN,CHA,0,0,1,0,0,0,1.0,0.0,3462.0,19995.0,0.0,0.0,5.0,9.0,0.516,0.648,0.450980392157,0.176470588235,11001
631,2016-17,21600780,2/7/2017,ORL,HOU,0,0,1,0,0,0,1.0,0.0,6579.0,3592.0,2.0,0.0,9.0,9.0,0.985,1.337,0.685185185185,0.377358490566,12319
632,2016-17,21600781,2/7/2017,POR,DAL,0,0,1,0,0,0,0.0,0.0,7090.0,3010.0,1.0,1.0,15.0,9.0,0.879,0.576,0.392156862745,0.423076923077,18419
633,2016-17,21600792,2/8/2017,CHI,GSW,0,0,2,0,0,0,4.0,1.0,6750.0,9474.0,4.0,6.0,5.0,10.0,1.688,2.505,0.843137254902,0.5,24105
634,2016-17,21600783,2/8/2017,CLE,IND,0,0,2,0,0,0,1.0,3.0,2642.0,4053.0,0.0,1.0,11.0,7.0,0.716,1.138,0.56862745098,0.7,24548
635,2016-17,21600785,2/8/2017,DEN,ATL,0,0,2,0,0,0,1.0,0.0,6032.0,3921.0,1.0,0.0,9.0,10.0,0.53,0.476,0.576923076923,0.450980392157,5419
636,2016-17,21600786,2/8/2017,LAL,DET,0,1,2,0,0,0,0.0,0.0,4938.0,17054.0,3.0,16.0,9.0,12.0,0.518,4.81,0.461538461538,0.333333333333,6975
637,2016-17,21600787,2/8/2017,MIA,MIL,0,0,2,0,0,0,1.0,0.0,2255.0,3842.0,1.0,3.0,7.0,12.0,0.462,3.335,0.44,0.423076923077,8281
638,2016-17,21600788,2/8/2017,PHX,MEM,0,0,2,0,0,0,1.0,0.0,1604.0,4545.0,0.0,0.0,9.0,7.0,0.549,0.513,0.592592592593,0.307692307692,3356
639,2016-17,21600782,2/8/2017,SAS,PHI,0,0,2,0,0,0,0.0,1.0,7468.0,2193.0,3.0,5.0,8.0,16.0,0.618,1.278,0.352941176471,0.764705882353,14124
640,2016-17,21600790,2/8/2017,TOR,MIN,0,0,2,0,0,0,0.0,2.0,4667.0,7566.0,0.0,0.0,4.0,7.0,0.458,1.095,0.365384615385,0.603773584906,10915
641,2016-17,21600789,2/8/2017,UTA,NOP,0,0,2,0,0,0,1.0,1.0,1559.0,2505.0,0.0,0.0,6.0,8.0,0.457,0.455,0.384615384615,0.634615384615,3898
642,2016-17,21600798,2/9/2017,BOS,POR,0,0,3,0,0,0,0.0,1.0,3010.0,6448.0,1.0,17.0,9.0,12.0,0.576,1.863,0.433962264151,0.634615384615,16537
643,2016-17,21600794,2/9/2017,HOU,CHA,0,0,3,0,0,0,1.0,1.0,3462.0,6579.0,0.0,2.0,5.0,9.0,0.516,0.985,0.461538461538,0.690909090909,13797
644,2016-17,21600795,2/9/2017,PHI,ORL,0,0,3,0,0,0,0.0,0.0,3592.0,7468.0,0.0,3.0,9.0,8.0,1.337,0.618,0.37037037037,0.346153846154,16605
645,2016-17,21600806,2/10/2017,ATL,SAC,0,0,4,0,0,0,1.0,1.0,3400.0,6032.0,1.0,1.0,6.0,9.0,0.459,0.53,0.396226415094,0.584905660377,12505
